URL,Status Code,Load Time,Title,Title Length,Meta Description,Meta Length,H1 Tags,Missing ALT Images,Broken Links,Broken Links List
https://glitterqueencreative.ca/product/cookie-cookie/,200,0.106,Cookie Cookie | Glitter Queen Creative,38,"Cookie Cookie - Add a touch of style with these cookie cookie, perfect for festival and daily wear.",99,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chrysoprase_Buddha_Earrings_image1-scaled.jpg,200,0.103,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/product/chalcedony-and-opal-glasses-chain/,200,0.077,Chalcedony and Opal Glasses Chain | Glitter Queen Creative,58,"Chalcedony and Opal Glasses Chain - Add a touch of style with these chalcedony and opal glasses chain, perfect for festival and daily wear.",139,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Unakite_Gold_Plated_Glasses_Mask_Chain_image1-scaled.jpg,200,0.106,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chrysoprase_Chalcedony_and_Mystic_Chrysoprase_Glasses_Chain_image1.jpg,200,0.091,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Dendrite_Opal_and_Gold_Pyrite_Glasses_Chain_image1-scaled.jpg,200,0.148,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chalcedony_and_Blue_Opal_Glasses_Chain_image1.jpg,200,0.117,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Aqua_Blue_Hydro_Quartz_and_Amazonite_Glasses_Chain_image1.jpg,200,0.124,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Beryl_Sapphire_Earrings_image1-scaled.jpg,200,0.187,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/product/amethyst-and-chrysoprase-glasses-chain/,200,0.059,Amethyst and Chrysoprase Glasses Chain | Glitter Queen Creative,63,"Amethyst and Chrysoprase Glasses Chain - Add a touch of style with these amethyst and chrysoprase glasses chain, perfect for festival and daily wear.",149,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/lavender-opal-glasses-chain/,200,0.048,Lavender Opal Glasses Chain | Glitter Queen Creative,52,"Lavender Opal Glasses Chain - Add a touch of style with these lavender opal glasses chain, perfect for festival and daily wear.",127,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/product/peruvian-blue-opal-glasses-chain/,200,0.049,Peruvian Blue Opal Glasses Chain | Glitter Queen Creative,57,"Peruvian Blue Opal Glasses Chain - Add a touch of style with these peruvian blue opal glasses chain, perfect for festival and daily wear.",137,1,2,2,"['https://www.etsy.com/shop/GlitterQueenCreative?ref=shop_sugg_market', 'http://webattraction.ca']"
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Opal_and_Rhodonite_Glasses_Chain_image1.jpg,200,0.557,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Prehnite_and_Cats_Eye_Glasses_Chain_image1.jpg,200,0.072,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Chalcedony_and_Opal_Glasses_Chain_image1.jpg,200,0.084,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Amethyst_and_Chrysoprase_Glasses_Chain_image1.jpg,200,0.08,,0,,0,0,0,0,[]
https://glitterqueencreative.ca/wp-content/uploads/2024/11/Lavender_Opal_Glasses_Chain_image1-scaled.jpg,200,0.095,,0,,0,0,0,0,[]
